gene,log2FC,p_value,q_value
ERN1,0.04093732,0.29392921754259854,0.3580136632674769
HYDIN,-0.02883301,0.294509807809611,0.3586334727345482
RET,-0.041409407,0.29579238355847326,0.36010760111818024
BDNF,0.06476398,0.29637937078848137,0.36073438508821976
CT45A5,-0.17220841,0.29660660426451596,0.36092310083294715
SST,0.06562732,0.2975468104363109,0.3619790881220328
GJA5,-0.04892094,0.2980531911420937,0.36250692184638006
EFNA2,0.057320002,0.2982251935365251,0.36262791042865405
CMPK2,-0.027239274,0.2989364775210643,0.3634044219803845
RBM24,-0.074948624,0.2991651663046995,0.36359402808057795
SEMA3F,0.034192774,0.2997172015502084,0.36417642958713053
CD163L1,0.07279943,0.30032849114374616,0.3648305286002747
TAC4,-0.12663221,0.30051042277186346,0.36496286467314
SLC22A18,-0.0324468,0.30249339941960274,0.3672819322724657
DPT,0.117974676,0.30378025963733646,0.3687548672460991
DUSP5,-0.042594403,0.3040455798977866,0.36898735424488666
ARSD,-0.024242276,0.3052164775295758,0.3703184633942924
IGLON5,-0.023507632,0.30534406931014424,0.37038339314670576
PRSS33,-0.1830849,0.30727982551332317,0.37264106901931016
KCND3,-0.037399955,0.30766694708814246,0.37302006194003695
CADM3,0.017069539,0.30868552773257973,0.3741642760394906
TBC1D3G,0.18109764,0.3095472377010383,0.37511783531390974
LMX1B,-0.13674498,0.3096962989859586,0.3752075345117017
SELE,-0.1764788,0.3102015450246671,0.3757286155822034
CADPS2,0.027383981,0.31164957025320705,0.37739109984646046
KCNJ13,-0.13968828,0.31175723264956595,0.3774300637403946
SCARNA7,0.115571566,0.3120892066156953,0.3777405066759807
PTGDR,-0.13231574,0.31245152440564294,0.37808751743180413
ALDH8A1,-0.044504575,0.3125301645256461,0.37809117411764587
MYO3A,-0.22486107,0.3127697024504326,0.3782894320880898
ABCA9,0.03447575,0.31333248960943344,0.37887846385663054
CAMKK1,0.027565544,0.31371783520357777,0.3792527021319847
GPR62,-0.051797304,0.3149415912898619,0.3806400668236184
FREM1,-0.0476519,0.3151345169076302,0.380781194910138
LOC339788,-0.06563495,0.3159562825090064,0.3815893699733513
ANO1,-0.041338082,0.31599445236507384,0.3815893699733513
ASXL3,-0.027055437,0.31603231621192956,0.3815893699733513
TAOK1,0.028304214,0.3169848359919564,0.3826470738676441
DHH,-0.096359365,0.3170799386701967,0.3826694891023373
LOC100130933,-0.10233463,0.31756626521012016,0.38316393003151566
TTC16,0.081155725,0.31859664201625426,0.3843144053272066
SELP,-0.1914426,0.3192403119222143,0.38499796420913446
SLC25A20,-0.023391567,0.32054300642753136,0.38647577336331246
GPR156,0.070909046,0.32063909635358784,0.38649842858436334
NIPAL3,-0.018478183,0.32114360129771274,0.38701325777020096
OR1F1,-0.13792154,0.323293711761498,0.3894166607582486
DKK1,0.085654475,0.3232286602179526,0.3894166607582486
PCDHB8,0.038904592,0.323391580382018,0.3894407278203492
PEG3,-0.025630401,0.32353438434833126,0.3895188831547451
CCND1,-0.016879134,0.3240110713922689,0.38999888227283214
IQCA1,0.055833172,0.32501839621274,0.3911172036254392
LOC286467,-0.07393135,0.32648934109346006,0.39279275877461506
KCNH3,0.039200705,0.32758930862191815,0.39402129976174904
CPNE6,0.053856462,0.32834693641843693,0.3948375858807563
STAC2,0.04695312,0.3286752753133205,0.3951373831610009
ZFP91-CNTF,-0.17740251,0.329164432105569,0.39563032704996276
HPN,-0.056379326,0.32946492898937685,0.39589633380122186
RSPH9,-0.11514366,0.3295824545717724,0.3959424009752191
CHRNA1,-0.105773866,0.3299951082315131,0.39634291164005897
STON1-GTF2A1L,-0.15474819,0.33035715494181495,0.39668246270630997
CYP1B1,-0.033865478,0.33084224458219247,0.3971695613231602
FLJ16779,-0.023692943,0.3316849713133093,0.3980856592814562
C17orf82,-0.061706945,0.33227514937911595,0.39869828339226776
AG2,0.01983163,0.33325940302748724,0.3997833529600375
ANGPTL7,-0.16160336,0.33335969622425443,0.39980774313295087
GSG1L,-0.025501471,0.33535587479384077,0.4021053654602407
AGAP7,0.049737398,0.3355719983373918,0.40226803924405635
KRT6C,0.44740838,0.3357662865518606,0.40240446614556635
CORT,-0.042982474,0.33628859948344947,0.4029338599130715
SV2C,0.124188386,0.337764573421543,0.40450847116352456
CTSL2,-0.05546263,0.33775020637992414,0.40450847116352456
TACSTD2,-0.10082529,0.33845673502119467,0.40524034365564493
TMEM195,0.060778048,0.33930713510072574,0.4061612821411608
C20orf203,0.04780905,0.33962620345437977,0.40644591126661056
SYNPO,-0.024837835,0.34121483524433005,0.4082493841162121
SLC47A1,0.042450264,0.34139084869743197,0.4083622592074545
LOC100128675,-0.1245476,0.3417652845961606,0.40871237095929275
SLC13A5,0.089578174,0.3423472462583518,0.40931043311615467
FAM38B,-0.043519616,0.3425997476308127,0.40941652441540716
PAX1,0.0949562,0.34252229355790775,0.40941652441540716
IRX3,-0.045281757,0.34341642644118053,0.41029441629770674
MT1H,-0.13739961,0.3436787314231742,0.41050971264115405
HBB,0.031879026,0.34422099878105694,0.4110592294973214
CRABP1,-0.10392892,0.3445378372352239,0.41133934722447935
DLL1,0.01907011,0.3457401467379133,0.4126762314847378
C1QTNF1,0.022088042,0.3466147634497444,0.413522743318712
PCDH15,-0.03679954,0.34655611758304306,0.413522743318712
ADAMTS16,0.06904897,0.34751384225011517,0.4144964721494694
AIM2,-0.045044858,0.34892146806384927,0.41587965901330987
SFRP5,-0.09561031,0.34892303391216695,0.41587965901330987
SEPT14,-0.30758202,0.34889914858207505,0.41587965901330987
C4orf39,0.029350255,0.34942524898265304,0.4163789906847629
CFTR,-0.10791712,0.35125307858343036,0.4184573249743035
C2orf71,-0.06490673,0.35138835628972875,0.4185187664241648
SLIT3,0.03489969,0.3525017170482071,0.4197448404956026
IL6ST,0.027146531,0.35378012673322934,0.42116681753955876
EPHA6,0.092702635,0.3546506236552881,0.42210262277468236
MEX3A,0.018048005,0.3550685855397687,0.4224995068298057
PAQR6,0.0143311,0.35578450273839923,0.4232506575522237
LOC283174,0.016792139,0.35633179646340507,0.4238008996948205
LOC154822,0.052196383,0.3570021598479973,0.4242954122272371
SEMA3E,0.076391235,0.35686413964479224,0.4242954122272371
KIF11,-0.024473071,0.35694010661544273,0.4242954122272371
NRIP3,0.03577538,0.35858588304797456,0.42607638194863895
ADCYAP1R1,0.026648385,0.35879839967786775,0.4262276071250508
GAP43,-0.017780509,0.35908330517016873,0.4263175551993319
TFAP2A,0.03999835,0.3591299084999172,0.4263175551993319
TOX2,0.031045068,0.35911849914483673,0.4263175551993319
S1PR5,-0.04322453,0.35946383415417815,0.42661266811556864
ABCA12,-0.07126369,0.3600264760937295,0.4271790176717246
KCNE4,0.030385096,0.36264876682074587,0.4301088381060384
GOLT1A,0.11044221,0.36266777229101155,0.4301088381060384
FAM107A,-0.013009462,0.3636344779781464,0.4311530447926801
BTBD8,-0.059734173,0.3660370135054003,0.43383688062451076
CA14,0.02526209,0.3660715598709622,0.43383688062451076
SLC45A3,-0.03454156,0.3661709155663695,0.4338517956947506
ATG9B,-0.0464155,0.3662753984997662,0.43387277718522416
CHIT1,0.08044363,0.36793734737552397,0.43573821337698243
HMGCS2,-0.21060327,0.368105964779069,0.43583467295651074
KIAA1751,0.055736214,0.3687159270803023,0.4364535121689185
ATP6V1B1,0.036572743,0.36885917302478954,0.4365197313902835
PATL2,-0.045510262,0.36996559126938655,0.43772549842568215
HBG1,0.14212312,0.37147775456705745,0.43941063942164355
TRIP13,-0.028030967,0.37199369932540105,0.4399168629675982
SLC18A3,-0.1884402,0.37221568568859287,0.4400752963922829
PODN,0.021190612,0.37231611790076524,0.4400899738779731
MKI67,-0.039299633,0.3731722538518869,0.4409977001322228
SLC1A7,-0.042018473,0.3736627678385608,0.4414730243839329
CCL19,-0.08460884,0.373796546826227,0.44152675032627803
ADH1B,0.06323064,0.37440039725732255,0.44213556596282777
ERC2,0.02371172,0.3745915385063958,0.4422568341279762
TP53TG5,0.10982173,0.37489236781219315,0.4425075163033442
LOC100302650,0.047758967,0.3753509986594512,0.44294429863045925
NPY,0.046406977,0.3762925294888724,0.4439506010958853
DKFZp779M0652,0.0403327,0.3769573072327961,0.44462999201792414
ART3,-0.05584479,0.3772205028455602,0.4448354986386323
ADORA1,-0.017044973,0.37768519189873495,0.4451045882018409
PAPL,0.11745319,0.3777157535480822,0.4451045882018409
TMEM26,0.05601466,0.3777123861154813,0.4451045882018409
RGS14,-0.040113006,0.37812953672294136,0.445476168817241
OSBPL10,-0.030751564,0.3782092673258376,0.445476168817241
WNK4,0.038975067,0.37859211927829295,0.4458220905302555
SDC1,-0.03333596,0.3794907549996739,0.4467750824107298
LOC148145,-0.06185109,0.3804712953313617,0.44782402934482307
CNGA3,-0.044786707,0.3812582513869107,0.4486446827334793
LILRB5,0.059166525,0.38294825432461377,0.4505273580289574
IVL,-0.16235504,0.38421022112377334,0.45190569409994513
BSPRY,0.046785966,0.38546658270812206,0.4532767905786948
FMN1,-0.07708383,0.38600375607431814,0.45369957033650843
CYSLTR2,0.036240198,0.38602666576152034,0.45369957033650843
ADCY2,-0.014678064,0.38609833435636864,0.45369957033650843
ABHD12B,-0.06795037,0.3868120742788561,0.4544314782411374
SNCAIP,0.017389368,0.38699776161008514,0.45454282547578706
CCDC144A,0.037453618,0.3883879296281195,0.4560684941617185
TMEM74,0.037276816,0.39089430997517516,0.45890386237987224
ADRA2C,-0.034166407,0.3916223089866373,0.4594758814117651
ODZ1,0.030555336,0.3916572413153886,0.4594758814117651
EPHA5,-0.044401612,0.391632295812417,0.4594758814117651
IGFBP1,0.05795769,0.3930375738857329,0.46098706765861236
AKAP2,0.029490119,0.393429545128019,0.461338584812405
RPP25,0.026032513,0.3937727311659519,0.4616327446259694
LOC441046,-0.080498226,0.39460168118592354,0.4624961101569662
CNN1,0.053044066,0.3965052235398697,0.4646182605341806
RAPSN,0.12773886,0.39781307889828776,0.46584134543120215
PXDN,-0.017439457,0.3978285089982466,0.46584134543120215
SELM,-0.021254895,0.3977278146027814,0.46584134543120215
CACNB2,-0.020727197,0.39803213653256453,0.46597065854901026
PART1,0.04133563,0.39879400165446266,0.4667156153330758
GSTT2,0.019167526,0.3988551648636466,0.4667156153330758
SEC14L5,0.035094243,0.39968914505902464,0.46758206020007564
HSPB8,0.015766038,0.40116669487964296,0.46920081272472863
SLC16A11,-0.051611736,0.40212435319286355,0.4702108900758461
ITGA9,-0.03317915,0.40247116192426646,0.470506385228275
ISLR,-0.025302367,0.4042425378408112,0.4724667342692978
IL32,0.02501398,0.40468543097267773,0.4727633539400441
CALCB,0.1210323,0.4046266731657432,0.4727633539400441
SLC22A3,-0.0362529,0.4053271120329399,0.4734023733157439
C1QTNF8,0.084706225,0.4058238649195718,0.4738718646888974
HS3ST5,0.04355702,0.4060921703899236,0.4740744459373379
ANGPT2,0.02921695,0.40630316727428883,0.474210045838339
CD70,-0.18467662,0.4082595651630162,0.4763822230606957
PI3,0.18528046,0.409176851898152,0.47711853066482274
PDE6A,-0.09439806,0.4091014578371538,0.47711853066482274
SPOCK3,0.02686988,0.40911275831775185,0.47711853066482274
FAM24B,0.043863356,0.4095447379655258,0.47743615990385385
WNK3,0.025154267,0.41032345139014004,0.47823246082766907
PCDHGA9,0.045525383,0.41160625663908657,0.4796157732918744
GRIN2A,0.036174286,0.41257961207325233,0.48063794509931534
SCNN1D,0.018982528,0.4129044614580327,0.4809043343326726
SNORD116-4,0.031898707,0.4137145247953573,0.4817175451670531
CD1C,-0.12740411,0.41379537129849864,0.4817175451670531
RNF175,0.036609795,0.41456511904620863,0.4825013024280827
DHCR24,0.014010081,0.4153247633699557,0.4832729385268277
FHL2,0.028739244,0.41542292678097237,0.48327469378893945
SIDT1,0.027404062,0.4158417923272324,0.4836494444373487
CA2,-0.016405651,0.41747888824569723,0.48544056772755495
C5orf23,-0.054785248,0.4179984477928157,0.48593169936388714
LCN12,0.042783543,0.4183353891994369,0.486210354718081
SLC4A11,0.02757803,0.4194306661165206,0.4873700512625152
LPHN2,0.018886285,0.4198167358913143,0.48770531585886884
SLC5A11,-0.050728615,0.4199145689134235,0.48770565495171136
ABCA8,-0.020871319,0.42073681638265326,0.4885471625437219
RHO,0.1139963,0.4209994939165639,0.48873867415435784
KLF5,-0.032849748,0.42116326232344037,0.48881529981829197
PPP1R14A,-0.028367516,0.42168698207243716,0.48920340839325305
MIMT1,0.06575057,0.4216933380349841,0.48920340839325305
BMX,-0.095902815,0.42438870105376947,0.492216076378763
SP5,0.063012525,0.4247354097120333,0.49250395374771944
C1orf92,-0.20964563,0.4249781989486643,0.4925046862458078
FBLN2,-0.022990381,0.4250315442301321,0.4925046862458078
NOX4,0.054822557,0.4249264467605124,0.4925046862458078
KLK6,-0.038125373,0.42717767757302627,0.4948768275869165
EPHA3,-0.02183543,0.42777216794434314,0.49545073887461566
CNTN3,-0.039787315,0.42925092505794726,0.49704831525931825
CRHBP,0.040744726,0.42966122605283996,0.49740822650247735
KIAA0319,-0.032193538,0.430061799026205,0.4977130282855614
LGI2,-0.032289565,0.43012359904438213,0.4977130282855614
WDR72,-0.15814967,0.4313855082082819,0.49902656923752076
HSD11B2,0.03184134,0.4314583717627605,0.49902656923752076
PTGDS,-0.015844949,0.4315770562585366,0.4990483999289276
SLC6A11,0.035886105,0.432105473732451,0.49931300408187085
FOLH1,-0.037571788,0.4320645412794255,0.49931300408187085
LOC440905,-0.05633506,0.4320864877979038,0.49931300408187085
FBXO27,-0.024580654,0.4325914184067977,0.4997590323553578
CCDC141,0.032590605,0.43293224466544744,0.5000372426258344
SPEF2,-0.040365804,0.4333762838969024,0.5004345079640905
MGC45800,-0.09070145,0.4335435212956321,0.500512031050141
HEPH,0.01870889,0.43399977660762956,0.5009231031944017
LANCL3,-0.05757391,0.43411030524507965,0.5009350395165931
LOC100271831,-0.10005152,0.4349158113097241,0.501535174999857
HERC2P4,-0.10206751,0.43484527130481854,0.501535174999857
CST1,0.27743924,0.434931303759876,0.501535174999857
STRA6,0.04734095,0.4359940266829674,0.5026447160283231
HBA1,0.040594913,0.43733704268597573,0.5040768126855414
IL18RAP,-0.08502169,0.43822982014039524,0.5046222897483272
ROR1,-0.046768446,0.43804008691259866,0.5046222897483272
NKAIN2,-0.03005153,0.4381565698872245,0.5046222897483272
ASXL2,0.018650658,0.43831492087539703,0.5046222897483272
FFAR3,-0.119630635,0.43808589268886655,0.5046222897483272
RNF128,0.070500314,0.4385845010606172,0.5048164146646146
GAL3ST2,0.058395598,0.43888967717413385,0.504819044368684
SPTBN5,0.039180957,0.43884625032206925,0.504819044368684
CDCA7L,-0.018240072,0.43880445243758737,0.504819044368684
GLIS1,-0.04750757,0.4401972153275837,0.5062065493647466
AMIGO1,-0.019302905,0.4429712338644237,0.5092794135024417
SFTPD,0.04125675,0.4440625240229209,0.5104166942792194
NDST3,0.054073654,0.44463088585107446,0.510749794141948
LOC283999,-0.053704977,0.44465877077997995,0.510749794141948
TMOD4,-0.048865255,0.4445682197362376,0.510749794141948
GJB1,-0.038110096,0.4451128959571913,0.5111539916825807
DNAH2,0.054351434,0.445257376209101,0.5112024985179116
S100A12,0.13146685,0.44552448515011933,0.5113917414487137
ABCA5,-0.031949636,0.4457436871218222,0.5115259204978452
KRT6A,0.26600656,0.4466499429493874,0.5124483053572595
CDT1,-0.022177784,0.44842810794665267,0.5143703922306179
AOC3,-0.026776396,0.44859646533896624,0.5144454877740439
MYB,0.06119136,0.4495658122745101,0.515438904235852
CLCA4,-0.06100178,0.4516836259181949,0.5177483103142996
SYDE2,0.037771974,0.4524539933794619,0.5185124838178569
ACTA2,0.016780239,0.45297137888390215,0.5189864560997962
WNT16,-0.095184684,0.45436353269564633,0.5204622367647724
BAGE2,0.062494665,0.45477290542698834,0.5208118477175772
NRG3,0.018899696,0.4555538649442994,0.5215867471310962
SGCG,-0.055181794,0.4564512837643627,0.5224946013786204
IL2RA,-0.15174451,0.45676836529769516,0.522737886584682
CASQ2,-0.045337748,0.4573972889797666,0.5233378592445842
PDGFA,-0.015806345,0.45761361804701317,0.523465589163822
KNCN,0.119452044,0.45882119912126984,0.5247268974396956
C18orf34,-0.053492572,0.4596327480407827,0.5255348136757176
AHNAK2,-0.024515403,0.4607152914754774,0.5266521393181041
NTSR2,-0.035809424,0.46100864037608413,0.5268670175726676
TLX2,-0.11727758,0.46213027055002454,0.5279075514622168
P2RX2,0.12509888,0.4620693908003025,0.5279075514622168
SLCO2A1,-0.018407721,0.462353113595772,0.52804147281381
EEPD1,0.014212237,0.4626010122836425,0.528203161520889
IL1RL2,0.10846735,0.4627059694922987,0.528203161520889
RHCG,0.0701388,0.46281504720666533,0.5282070842349524
KRT6B,0.26286003,0.4640228305647278,0.5294646628990505
NBEAL1,0.028187847,0.46497503934807627,0.5303091233440651
RHBDL2,-0.035417907,0.4649654484131559,0.5303091233440651
TLL2,0.032397736,0.4651615694880691,0.5304008774094289
PTGER3,0.05841591,0.46556956889344725,0.5307450625780292
VEGFA,0.014830282,0.4657336103401377,0.530811044381283
LYPD5,0.0201249,0.4670781260377379,0.5322221126227642
ITIH2,0.04241469,0.4708591883108243,0.5364082801444797
PARD3B,-0.025507074,0.4715690386168333,0.5370945770123386
C13orf39,0.14906329,0.47193073272866204,0.5373841183428172
ADAMTS1,-0.017789213,0.47265643023458437,0.5380879214874594
PPYR1,0.10955156,0.4740139483335689,0.5395105262162178
GABBR2,0.017766377,0.47412645239046924,0.5395157628475982
XIRP2,-0.075656295,0.4745392502926098,0.5398626283192375
SULT1C2,-0.08598064,0.47551426130951746,0.5408487958479498
KCNE1,-0.078095786,0.476061405652181,0.5413479709485798
NPB,0.058797047,0.47642379229574794,0.5416368716413688
LNX1,0.024612488,0.4767311842449874,0.5418631328085786
ME1,0.02310204,0.47700074924481706,0.5420463059600193
MAEL,-0.03288309,0.4771797799286306,0.5421265393417752
RSPO3,0.059924997,0.47760763365549586,0.5424893612624896
S100P,0.08031107,0.4777427309308464,0.5425195672619195
C8orf12,-0.05225651,0.47922508846909273,0.5440178855149195
MMP1,0.15790585,0.479279757138644,0.5440178855149195
CT45A1,-0.08232955,0.47954600253571433,0.5441965530364439
HES5,0.035919487,0.4804811878813947,0.5451340910839514
HOXB13,-0.19840974,0.481868125961491,0.5465836274517819
NAP1L6,0.072544314,0.48431791932338286,0.5492378309405567
FABP4,-0.058349036,0.48549517274614773,0.550448041662299
NEBL,0.011665075,0.4859381900646814,0.5508254251469977
TBX1,0.05981379,0.4867503666257452,0.5516209957227394
IP6K3,0.037523497,0.4871943476163343,0.5519990342355928
SPON2,-0.035266858,0.48992189079964454,0.5549636280014097
XPNPEP2,0.03997911,0.4900491317152965,0.5549820291226462
FKBP1AP1,-0.04147472,0.4905541777656166,0.5554043271832438
EGFLAM,-0.02623643,0.4906441826336776,0.5554043271832438
CBWD5,0.16950622,0.4917053209923897,0.5563536105367614
TMEM52,-0.0799775,0.4916979076884759,0.5563536105367614
TRPC7,-0.15275346,0.49322553170110794,0.5579474340510271
UHMK1,0.022934472,0.49351431890668385,0.5581478386187332
PPP1R1B,-0.021062307,0.49395939755732476,0.558524872859933
C1orf173,0.03904822,0.49534301508702594,0.5599627120585868
XRCC2,-0.029153775,0.49663616367486463,0.5612976533395848
TRH,0.061940204,0.49680856300826715,0.561365607918946
HSPB2,0.020753978,0.49696588173156864,0.5614164954039411
NPY1R,0.03274142,0.4971894057889742,0.561542134390077
TBX18,-0.030200973,0.4982839463730564,0.5626512492920691
PCDHGB1,0.03600135,0.4989624648756992,0.5632902064525843
CDS1,-0.026075222,0.500020553118603,0.5643572834295746
C2orf89,0.042525407,0.5023675271610006,0.5668782748375092
NKX6-2,-0.03346885,0.5036639122393429,0.5680392112083291
SLC22A15,-0.02831323,0.5037371724995463,0.5680392112083291
NOV,-0.022163464,0.5035810577553514,0.5680392112083291
TBX15,-0.024407651,0.5046588578143616,0.5689502342890209
RPL9,-0.019175848,0.5048195997247422,0.5690031556861387
KEL,0.04359106,0.5051128511286763,0.569205376525441
PRODH,-0.01863323,0.5056862451510586,0.5697231243252125
CLDN3,-0.08373692,0.5064295492681838,0.5704320221538453
RD3,0.10401496,0.5069085056572489,0.5707143725030949
BATF2,-0.017892208,0.5068964903187221,0.5707143725030949
CTHRC1,-0.037155256,0.5078228032683141,0.5715017549858258
CPNE8,-0.026182313,0.5078364594804048,0.5715017549858258
C20orf94,0.029564425,0.5127725442574065,0.5769268049700793
MT1X,-0.013819168,0.5133711665185875,0.577470378536094
FAHD2B,-0.022805862,0.513827346148945,0.5778535156870727
DAAM2,-0.0130290715,0.5141007551078653,0.5780309816818815
SLC38A4,0.08361241,0.5178470017760068,0.5821121872482091
NPR3,-0.09028835,0.518782467627187,0.5830326675962992
GRIN2C,0.018890698,0.519260681598162,0.5834389680878225
ASAM,0.047731016,0.5195354748414569,0.5836165747488844
AZU1,0.08060416,0.5197302282759131,0.5837042096539905
VPREB3,0.06363075,0.5203450994733052,0.5842635296129635
KIAA0408,0.13053396,0.5204855604074861,0.5842900318898586
BMP5,-0.19986111,0.5208084076984288,0.5845212207614241
DNAH17,-0.021378908,0.5209750233235895,0.5845770010363437
OR7D2,0.062002312,0.5215482213287688,0.5850888729288409
CNTN1,0.011445158,0.5227209823463895,0.5862729725733395
HCG4,-0.035703294,0.523833392677086,0.5873888682183067
KLRK1,0.027211173,0.5243982027090339,0.5878903617814282
HPSE2,0.050600313,0.5254410617695464,0.5889274397775682
C12orf39,-0.043729227,0.5270971726040212,0.5906512467548423
TF,0.013240026,0.5284459430634549,0.5920299608597972
DUSP5P,0.03260809,0.5287571987298896,0.5922459663193207
KLHL14,0.06596318,0.5289203717442019,0.5922960489856685
LOC221442,-0.019615283,0.5291864476560286,0.59246131622932
KRT16,-0.18678816,0.5307388095516637,0.5940662744030264
TSPAN8,-0.046623584,0.5312186409721055,0.5944702786169489
MAFF,0.017279593,0.5315468074892632,0.5947044165241253
TMEM215,0.07976438,0.5322069599163666,0.5953097985641684
PYGO1,0.022770101,0.5338970471862627,0.5970667045250087
LOC340508,-0.06540053,0.5358451785249032,0.5991113355600438
C8orf85,0.06888535,0.5389889163056975,0.6024915228098563
HRH2,-0.03698762,0.5399550379198561,0.603436564505874
LOC642846,0.017452408,0.5406203293458186,0.604045060721585
COL12A1,-0.022228956,0.5409917563533493,0.6043250182678165
DYDC2,-0.07094969,0.5428886972961962,0.6063035553065232
SLC16A8,-0.036875848,0.5430054641325222,0.6063035553065232
NCRNA00105,-0.019482968,0.5432865005399473,0.6064819162089163
ALDH1A1,0.015555083,0.5464813977731363,0.6099122743003753
SARDH,-0.02828666,0.5472213345453634,0.6104655673196825
MARCO,-0.07735662,0.5472093784442964,0.6104655673196825
HIST1H2BC,0.02823861,0.5474609925511101,0.6105966903313743
CYP11A1,-0.0510648,0.5479747436853342,0.6110333894796321
FAM131C,0.025920354,0.5484834815851732,0.6114643050001931
FSCN2,-0.061290752,0.5492351460559814,0.6121657891841077
LOC285370,-0.045002185,0.5500079119440656,0.6127827183485874
TPBG,0.025616942,0.5500337679896921,0.6127827183485874
TTC39B,0.028405227,0.5507463152846304,0.6134398699984744
IGFBP4,0.011665929,0.5510772103649317,0.6136717264642892
MARVELD3,0.034867458,0.5518666333016434,0.6144139760650673
NCRNA00202,-0.038308505,0.5529389801570337,0.615470814956627
ERBB4,-0.014025552,0.5539930608836865,0.6165068560913494
KLRC1,0.084953025,0.5544181881917343,0.6168426659899134
ABCC9,-0.0146385385,0.5564085878277263,0.6189194525336221
ALG1L,0.034136172,0.5566698004398833,0.6190722869660624
TTPA,0.038835954,0.5572595113030941,0.6195902949778677
HSFY2,0.11589092,0.5578738189994535,0.6201354146281165
PRC1,-0.012986207,0.5580643733399577,0.6202093502333382
FAM19A4,0.045835804,0.5591747215914429,0.6211877326338018
MAP1LC3A,0.0131921405,0.5591931969169484,0.6211877326338018
SORCS2,-0.012681334,0.5602146008419187,0.622184141317102
KRT13,-0.21811275,0.5605286626854595,0.6223946954091267
KIF17,0.01757712,0.5606929674035688,0.6224389069755426
OTOA,-0.032423496,0.5612438632532295,0.6229121678726187
ANGPTL4,-0.014660255,0.5629713656893947,0.624690818563465
KRT14,-0.18211834,0.5633949826327129,0.625022168440995
ITGAD,-0.095408194,0.5643332415568867,0.6259241809637164
MAML2,0.010923297,0.5653789882066288,0.6269449858135161
CAPN3,0.014581053,0.5660908732797654,0.6275952031926445
MAP6D1,0.011877624,0.5673547871904443,0.6288570019845314
FABP3,0.015672134,0.5683666989407613,0.6298389837552762
PGM2L1,0.012125616,0.5692784937609605,0.6307096097506765
EGFR,0.015095466,0.5703356883176376,0.6317409042065104
C2orf82,0.041089773,0.5715828181547513,0.6327208981586571
STEAP4,-0.034338556,0.5716000593965308,0.6327208981586571
TIGIT,0.04722595,0.5715681176482432,0.6327208981586571
C14orf162,0.04945557,0.5719302403165725,0.632946259757163
CAPN13,0.07169344,0.5722239742796176,0.6331311952640158
ZNF366,0.021513594,0.5729036365332185,0.6337429607668347
PROK2,0.07539901,0.5734837585443224,0.6342443691045371
AQP9,0.0482384,0.5737466685066425,0.6343948125902725
UNC5D,0.03684787,0.5743627149942137,0.6349355682005458
SERINC5,0.016498871,0.5746826646986734,0.635148833663432
PLP1,0.009840062,0.5758641456314011,0.6361733822706597
KLF4,-0.013967463,0.575768759942697,0.6361733822706597
PLA1A,-0.030005785,0.5779263803025617,0.6383105592031828
PADI4,0.08153399,0.5803289419146459,0.6408225948704129
TMED7-TICAM2,0.04759158,0.5809912653660518,0.6412707123245605
PCDHGC5,0.0142027,0.5809447477863532,0.6412707123245605
RAPGEF6,0.013407361,0.5813742897739519,0.6415518536459411
NCRNA00185,-0.08419829,0.5818800152017105,0.6419682427203338
PLK4,-0.016805619,0.5821729625601193,0.642149749128744
KIF18B,-0.020296842,0.583878388392052,0.6438888270754873
PRSS35,0.020711256,0.5841067645595283,0.643998637882611
FIGN,-0.015172182,0.5844505668699406,0.6442356336749786
ID1,-0.009572165,0.5857278700688153,0.6455012894741188
CACNA1B,0.027760917,0.5859928671368961,0.6456510215258883
PCDHB4,-0.018991118,0.5867866618425829,0.646383192159708
SPATA22,-0.031420033,0.588280491517549,0.6478860038739527
VAX1,-0.05080691,0.588613985089582,0.6481105319198216
NLGN4Y,0.044656593,0.5893903591502817,0.6488225001654356
C9orf24,0.04476297,0.5901402064193819,0.6495049597395796
RAB3B,-0.054453645,0.5906837575441062,0.6499601205370886
INHBA,0.035472862,0.5918980676032649,0.6511529896625576
RPS27,-0.027146738,0.5926202235505129,0.6518040294220335
FIGF,-0.042865712,0.5932339468289753,0.6521921139280732
GPD1,0.018717717,0.5932274443607546,0.6521921139280732
CCDC144B,-0.029502612,0.5952565633217135,0.6542718875815712
PDE1C,-0.027602283,0.5956133444647452,0.6545201587524673
FBLN7,0.030330533,0.5961492252539592,0.6549650903691048
SNORD116-28,0.016848406,0.5974998982825314,0.6563048091855573
CABLES1,-0.012937271,0.5978717211803346,0.656424814646832
OPALIN,-0.039327204,0.5978052186041054,0.656424814646832
FST,0.03236377,0.5995582229859391,0.658131968151415
DUOX2,-0.045592442,0.6001381989473054,0.6586240111362
NOS1AP,0.012493431,0.6028304671681796,0.6614334728639232
FER1L4,0.044663597,0.6052377530329628,0.6636378870975469
ESPN,-0.04283657,0.6050301659887476,0.6636378870975469
C1orf168,0.053860437,0.6051826840053007,0.6636378870975469
FAM180A,-0.04462111,0.6076858158047334,0.6661701443653174
CHRNB4,-0.09737592,0.6078136397189156,0.6661701443653174
AK7,-0.05427711,0.6083933550737575,0.6666593853536681
PCDHGA10,0.031192847,0.6098991151896431,0.668162921986901
KRT18,-0.04248503,0.6118760833814774,0.6701162058513008
